neuron,concept,concept_id,metric
1341,shower,303,0.9584
1342,utility room,343,0.9679
1343,oast house,242,0.9401
1344,fire station,144,0.9424
1345,ski slope,305,0.9799
1346,boardwalk,57,0.9756
1347,elevator shaft,131,0.9693
1348,pagoda,251,0.9629
1349,"bus station, indoor",71,0.9743
1350,water tower,354,0.9631
1351,forest road,152,0.9579
1352,physics laboratory,264,0.9462
1353,music studio,238,0.9669
1354,bathroom,45,0.9533
1355,utility room,343,0.9722
1356,car interior,82,0.9681
1357,"swimming pool, outdoor",326,0.9800
1358,home theater,177,0.9687
1359,"doorway, outdoor",123,0.8571
1360,rope bridge,291,0.9638
1361,"greenhouse, indoor",165,0.9292
1362,"arena, hockey",15,0.9877
1363,office cubicles,246,0.9401
1364,airplane cabin,1,0.9642
1365,"general store, outdoor",161,0.9384
1366,"gymnasium, indoor",168,0.9662
1367,orchestra pit,250,0.9717
1368,"desert, vegetation",117,0.9480
1369,classroom,92,0.9520
1370,mountain snowy,234,0.9686
1371,"greenhouse, indoor",165,0.9334
1372,"hunting lodge, outdoor",184,0.9294
1373,water tower,354,0.8561
1374,"jacuzzi, indoor",195,0.9630
1375,"subway station, platform",320,0.9509
1376,boardwalk,57,0.9597
1377,raceway,276,0.9413
1378,oilrig,247,0.9534
1379,amphitheater,5,0.9320
1380,shower,303,0.9833
1381,pagoda,251,0.9412
1382,boxing ring,65,0.9890
1383,waterfall,355,0.9870
1384,oast house,242,0.9280
1385,art gallery,19,0.9416
1386,closet,95,0.9888
1387,fire escape,143,0.9690
1388,operating room,248,0.9850
1389,computer room,100,0.9559
1390,oilrig,247,0.9647
1391,volcano,350,0.9514
1392,corral,105,0.9683
1393,throne room,331,0.9502
1394,forest path,151,0.9474
1395,soccer field,310,0.9912
1396,"market, outdoor",223,0.9335
1397,arcade,11,0.9769
1398,swimming hole,324,0.8728
1399,baseball field,42,0.9583
1400,manufactured home,221,0.9656
1401,throne room,331,0.9416
1402,sandbox,294,0.9815
1403,"swimming pool, outdoor",326,0.9280
1404,"synagogue, outdoor",327,0.9503
1405,shower,303,0.9549
1406,grotto,167,0.9316
1407,rope bridge,291,0.9660
1408,martial arts gym,225,0.9388
1409,"train station, platform",337,0.9319
1410,crevasse,111,0.9889
1411,elevator shaft,131,0.9429
1412,office cubicles,246,0.9628
1413,bamboo forest,36,0.9882
1414,aquarium,9,0.9256
1415,car interior,82,0.8824
1416,boxing ring,65,0.9757
1417,hotel room,182,0.9526
1418,corn field,104,0.9817
1419,music studio,238,0.9812
1420,"moat, water",229,0.9775
1421,gas station,158,0.9595
1422,oilrig,247,0.9598
1423,hotel room,182,0.9517
1424,chemistry lab,88,0.9375
1425,forest road,152,0.9584
1426,waterfall,355,0.9776
1427,"stage, indoor",315,0.9277
1428,aquarium,9,0.9913
1429,"canal, natural",78,0.9549
1430,server room,298,0.9477
1431,butchers shop,72,0.9794
1432,forest road,152,0.9856
1433,toyshop,335,0.9344
1434,phone booth,263,0.9897
1435,cemetery,86,0.8865
1436,bamboo forest,36,0.9725
1437,shopfront,301,0.9768
1438,beer hall,54,0.9068
1439,landfill,206,0.9637
1440,cockpit,98,0.9823
1441,"florist shop, indoor",147,0.9692
1442,classroom,92,0.9773
1443,bowling alley,64,0.9783
1444,bus interior,70,0.9730
1445,windmill,361,0.9848
1446,"elevator, door",129,0.9377
1447,hotel room,182,0.9808
1448,"florist shop, indoor",147,0.9875
1449,rock arch,289,0.9358
1450,bullring,68,0.9869
1451,auto showroom,29,0.8993
1452,veterinarians office,346,0.9267
1453,operating room,248,0.9823
1454,nursery,240,0.9415
1455,grotto,167,0.9867
1456,"synagogue, outdoor",327,0.8929
1457,car interior,82,0.9852
1458,jewelry shop,198,0.9535
1459,"stage, indoor",315,0.9512
1460,"bus station, indoor",71,0.9596
1461,tree house,339,0.9115
1462,iceberg,190,0.9693
1463,"booth, indoor",61,0.9509
1464,railroad track,278,0.9703
1465,water tower,354,0.9562
1466,"bakery, shop",31,0.9686
1467,dam,113,0.9573
1468,shopfront,301,0.9662
1469,ocean,243,0.9702
1470,home office,176,0.9650
1471,wheat field,359,0.9809
1472,"shopping mall, indoor",302,0.9335
1473,crevasse,111,0.9518
1474,veterinarians office,346,0.8753
1475,"arena, rodeo",17,0.9943
1476,schoolhouse,296,0.9819
1477,boxing ring,65,0.9837
1478,natural history museum,239,0.9418
1479,excavation,136,0.9213
1480,banquet hall,38,0.9811
1481,shopfront,301,0.9693
1482,restaurant kitchen,285,0.9226
1483,boxing ring,65,0.9970
1484,runway,293,0.9121
1485,"booth, indoor",61,0.9364
1486,"temple, asia",330,0.9730
1487,"escalator, indoor",135,0.9932
1488,"shopping mall, indoor",302,0.9478
1489,pagoda,251,0.9937
1490,pagoda,251,0.9682
1491,manufactured home,221,0.9568
1492,tundra,341,0.9024
1493,fountain,154,0.9870
1494,boxing ring,65,0.9816
1495,veterinarians office,346,0.9304
1496,ball pit,34,0.9563
1497,wheat field,359,0.9917
1498,discotheque,122,0.9402
1499,"arena, hockey",15,0.9689
1500,"gymnasium, indoor",168,0.9572
1501,throne room,331,0.9775
1502,crosswalk,112,0.9758
1503,sauna,295,0.9574
1504,"kennel, outdoor",201,0.9596
1505,storage room,318,0.8724
1506,volcano,350,0.9053
1507,mountain snowy,234,0.9653
1508,sandbox,294,0.9218
1509,army base,18,0.9759
1510,car interior,82,0.9931
1511,golf course,164,0.9350
1512,car interior,82,0.9723
1513,"doorway, outdoor",123,0.9051
1514,waterfall,355,0.9536
1515,grotto,167,0.9539
1516,desert road,118,0.9616
1517,biology laboratory,56,0.9560
1518,locker room,219,0.9528
1519,"bus station, indoor",71,0.9565
1520,junkyard,199,0.9768
1521,pantry,253,0.9785
1522,nursery,240,0.9763
1523,"temple, asia",330,0.9517
1524,natural history museum,239,0.9780
1525,pantry,253,0.9443
1526,barndoor,41,0.9829
1527,"moat, water",229,0.9278
1528,"elevator, door",129,0.9806
1529,"arena, hockey",15,0.9336
1530,sauna,295,0.9652
1531,shopfront,301,0.9743
1532,soccer field,310,0.9309
1533,bowling alley,64,0.9231
1534,ball pit,34,0.9389
1535,motel,231,0.9264
1536,"garage, indoor",156,0.9610
1537,racecourse,275,0.9894
1538,corral,105,0.9614
1539,dining room,121,0.9464
1540,oast house,242,0.9847
1541,"moat, water",229,0.9657
1542,lecture room,210,0.9380
1543,rope bridge,291,0.9958
1544,toyshop,335,0.9187
1545,"elevator, door",129,0.9560
1546,picnic area,265,0.8954
1547,football field,149,0.9076
1548,japanese garden,197,0.9672
1549,"stadium, football",313,0.9945
1550,"ice skating rink, indoor",188,0.9204
1551,martial arts gym,225,0.9325
1552,sandbox,294,0.9742
1553,pantry,253,0.9474
1554,computer room,100,0.9739
1555,topiary garden,333,0.9944
1556,"bazaar, indoor",46,0.9491
1557,train interior,336,0.9740
1558,car interior,82,0.9920
1559,hayfield,173,0.9210
1560,parking lot,257,0.9067
1561,rock arch,289,0.9784
1562,bullring,68,0.9404
1563,bamboo forest,36,0.9793
1564,volcano,350,0.9716
1565,engine room,133,0.9786
1566,crevasse,111,0.9463
1567,bookstore,60,0.9672
1568,"desert, vegetation",117,0.9916
1569,auto showroom,29,0.9812
1570,"hangar, indoor",169,0.9743
1571,sky,306,0.9472
1572,"bazaar, outdoor",47,0.8959
1573,"bow window, indoor",63,0.9566
1574,dorm room,124,0.9435
1575,"forest, broadleaf",150,0.9302
1576,mezzanine,228,0.9805
1577,oilrig,247,0.9735
1578,auto showroom,29,0.9484
1579,golf course,164,0.9917
1580,rope bridge,291,0.9688
1581,lecture room,210,0.9591
1582,bedchamber,51,0.9501
1583,carrousel,83,0.9454
1584,chemistry lab,88,0.9816
1585,raceway,276,0.9477
1586,airfield,0,0.9603
1587,laundromat,208,0.9823
1588,car interior,82,0.9887
1589,viaduct,347,0.9250
1590,sauna,295,0.9013
1591,locker room,219,0.9712
1592,music studio,238,0.9842
1593,oilrig,247,0.9814
1594,"garage, outdoor",157,0.9390
1595,"shopping mall, indoor",302,0.8901
1596,car interior,82,0.9727
1597,mezzanine,228,0.9661
1598,airport terminal,2,0.9792
1599,airfield,0,0.9822
1600,"gymnasium, indoor",168,0.9289
1601,oilrig,247,0.9829
1602,"jacuzzi, indoor",195,0.9699
1603,lecture room,210,0.9691
1604,"general store, outdoor",161,0.8814
1605,"stadium, soccer",314,0.9799
1606,"bow window, indoor",63,0.9529
1607,carrousel,83,0.9397
1608,nursery,240,0.9249
1609,bedchamber,51,0.9428
1610,bank vault,37,0.8658
1611,gas station,158,0.9802
1612,operating room,248,0.9900
1613,office cubicles,246,0.9507
1614,"underwater, ocean deep",342,0.9692
1615,train interior,336,0.9839
1616,airfield,0,0.9956
1617,music studio,238,0.9763
1618,sauna,295,0.9822
1619,landing deck,207,0.9828
1620,sandbox,294,0.9328
1621,jail cell,196,0.9809
1622,rope bridge,291,0.9858
1623,"bakery, shop",31,0.9134
1624,bus interior,70,0.9952
1625,castle,84,0.9442
1626,pagoda,251,0.9777
1627,"hangar, indoor",169,0.9211
1628,barndoor,41,0.9379
1629,excavation,136,0.9343
1630,playroom,269,0.9247
